project_id,record_type,candidate_directory,packet_path,source_index_path,code_index_path,human_review_sheet_path,source_character_label,source_character_codepoints,image_reference_count,review_status,updated_at
obs-evo-cand-000727,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/727_obs-evo-cand-000727_evobc-cat-00727_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/727_obs-evo-cand-000727_evobc-cat-00727_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/727_obs-evo-cand-000727_evobc-cat-00727_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/727_obs-evo-cand-000727_evobc-cat-00727_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/727_obs-evo-cand-000727_evobc-cat-00727_evolution-candidate/04_human-review-sheet.md,介,U+4ECB,81,needs_human_evolution_review,2026-06-20
obs-evo-cand-000728,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/728_obs-evo-cand-000728_evobc-cat-00728_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/728_obs-evo-cand-000728_evobc-cat-00728_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/728_obs-evo-cand-000728_evobc-cat-00728_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/728_obs-evo-cand-000728_evobc-cat-00728_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/728_obs-evo-cand-000728_evobc-cat-00728_evolution-candidate/04_human-review-sheet.md,仌,U+4ECC,24,needs_human_evolution_review,2026-06-20
obs-evo-cand-000729,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/729_obs-evo-cand-000729_evobc-cat-00729_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/729_obs-evo-cand-000729_evobc-cat-00729_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/729_obs-evo-cand-000729_evobc-cat-00729_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/729_obs-evo-cand-000729_evobc-cat-00729_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/729_obs-evo-cand-000729_evobc-cat-00729_evolution-candidate/04_human-review-sheet.md,仍,U+4ECD,1,needs_human_evolution_review,2026-06-20
obs-evo-cand-000730,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/730_obs-evo-cand-000730_evobc-cat-00730_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/730_obs-evo-cand-000730_evobc-cat-00730_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/730_obs-evo-cand-000730_evobc-cat-00730_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/730_obs-evo-cand-000730_evobc-cat-00730_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/730_obs-evo-cand-000730_evobc-cat-00730_evolution-candidate/04_human-review-sheet.md,从,U+4ECE,129,needs_human_evolution_review,2026-06-20
obs-evo-cand-000731,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/731_obs-evo-cand-000731_evobc-cat-00731_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/731_obs-evo-cand-000731_evobc-cat-00731_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/731_obs-evo-cand-000731_evobc-cat-00731_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/731_obs-evo-cand-000731_evobc-cat-00731_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/731_obs-evo-cand-000731_evobc-cat-00731_evolution-candidate/04_human-review-sheet.md,仑,U+4ED1,3,needs_human_evolution_review,2026-06-20
obs-evo-cand-000732,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/732_obs-evo-cand-000732_evobc-cat-00732_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/732_obs-evo-cand-000732_evobc-cat-00732_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/732_obs-evo-cand-000732_evobc-cat-00732_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/732_obs-evo-cand-000732_evobc-cat-00732_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/732_obs-evo-cand-000732_evobc-cat-00732_evolution-candidate/04_human-review-sheet.md,仓,U+4ED3,4,needs_human_evolution_review,2026-06-20
obs-evo-cand-000733,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/733_obs-evo-cand-000733_evobc-cat-00733_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/733_obs-evo-cand-000733_evobc-cat-00733_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/733_obs-evo-cand-000733_evobc-cat-00733_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/733_obs-evo-cand-000733_evobc-cat-00733_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/733_obs-evo-cand-000733_evobc-cat-00733_evolution-candidate/04_human-review-sheet.md,仔,U+4ED4,2,needs_human_evolution_review,2026-06-20
obs-evo-cand-000734,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/734_obs-evo-cand-000734_evobc-cat-00734_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/734_obs-evo-cand-000734_evobc-cat-00734_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/734_obs-evo-cand-000734_evobc-cat-00734_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/734_obs-evo-cand-000734_evobc-cat-00734_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/734_obs-evo-cand-000734_evobc-cat-00734_evolution-candidate/04_human-review-sheet.md,仕,U+4ED5,8,needs_human_evolution_review,2026-06-20
obs-evo-cand-000735,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/735_obs-evo-cand-000735_evobc-cat-00735_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/735_obs-evo-cand-000735_evobc-cat-00735_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/735_obs-evo-cand-000735_evobc-cat-00735_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/735_obs-evo-cand-000735_evobc-cat-00735_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/735_obs-evo-cand-000735_evobc-cat-00735_evolution-candidate/04_human-review-sheet.md,他,U+4ED6,3,needs_human_evolution_review,2026-06-20
obs-evo-cand-000736,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/736_obs-evo-cand-000736_evobc-cat-00736_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/736_obs-evo-cand-000736_evobc-cat-00736_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/736_obs-evo-cand-000736_evobc-cat-00736_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/736_obs-evo-cand-000736_evobc-cat-00736_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/736_obs-evo-cand-000736_evobc-cat-00736_evolution-candidate/04_human-review-sheet.md,仗,U+4ED7,5,needs_human_evolution_review,2026-06-20
obs-evo-cand-000737,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/737_obs-evo-cand-000737_evobc-cat-00737_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/737_obs-evo-cand-000737_evobc-cat-00737_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/737_obs-evo-cand-000737_evobc-cat-00737_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/737_obs-evo-cand-000737_evobc-cat-00737_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/737_obs-evo-cand-000737_evobc-cat-00737_evolution-candidate/04_human-review-sheet.md,付,U+4ED8,26,needs_human_evolution_review,2026-06-20
obs-evo-cand-000738,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/738_obs-evo-cand-000738_evobc-cat-00738_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/738_obs-evo-cand-000738_evobc-cat-00738_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/738_obs-evo-cand-000738_evobc-cat-00738_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/738_obs-evo-cand-000738_evobc-cat-00738_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/738_obs-evo-cand-000738_evobc-cat-00738_evolution-candidate/04_human-review-sheet.md,仙,U+4ED9,5,needs_human_evolution_review,2026-06-20
obs-evo-cand-000739,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/739_obs-evo-cand-000739_evobc-cat-00739_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/739_obs-evo-cand-000739_evobc-cat-00739_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/739_obs-evo-cand-000739_evobc-cat-00739_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/739_obs-evo-cand-000739_evobc-cat-00739_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/739_obs-evo-cand-000739_evobc-cat-00739_evolution-candidate/04_human-review-sheet.md,仚,U+4EDA,1,needs_human_evolution_review,2026-06-20
obs-evo-cand-000740,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/740_obs-evo-cand-000740_evobc-cat-00740_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/740_obs-evo-cand-000740_evobc-cat-00740_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/740_obs-evo-cand-000740_evobc-cat-00740_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/740_obs-evo-cand-000740_evobc-cat-00740_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/740_obs-evo-cand-000740_evobc-cat-00740_evolution-candidate/04_human-review-sheet.md,仜,U+4EDC,2,needs_human_evolution_review,2026-06-20
obs-evo-cand-000741,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/741_obs-evo-cand-000741_evobc-cat-00741_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/741_obs-evo-cand-000741_evobc-cat-00741_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/741_obs-evo-cand-000741_evobc-cat-00741_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/741_obs-evo-cand-000741_evobc-cat-00741_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/741_obs-evo-cand-000741_evobc-cat-00741_evolution-candidate/04_human-review-sheet.md,仝,U+4EDD,10,needs_human_evolution_review,2026-06-20
obs-evo-cand-000742,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/742_obs-evo-cand-000742_evobc-cat-00742_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/742_obs-evo-cand-000742_evobc-cat-00742_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/742_obs-evo-cand-000742_evobc-cat-00742_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/742_obs-evo-cand-000742_evobc-cat-00742_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/742_obs-evo-cand-000742_evobc-cat-00742_evolution-candidate/04_human-review-sheet.md,仞,U+4EDE,1,needs_human_evolution_review,2026-06-20
obs-evo-cand-000743,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/743_obs-evo-cand-000743_evobc-cat-00743_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/743_obs-evo-cand-000743_evobc-cat-00743_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/743_obs-evo-cand-000743_evobc-cat-00743_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/743_obs-evo-cand-000743_evobc-cat-00743_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/743_obs-evo-cand-000743_evobc-cat-00743_evolution-candidate/04_human-review-sheet.md,仡,U+4EE1,2,needs_human_evolution_review,2026-06-20
obs-evo-cand-000744,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/744_obs-evo-cand-000744_evobc-cat-00744_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/744_obs-evo-cand-000744_evobc-cat-00744_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/744_obs-evo-cand-000744_evobc-cat-00744_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/744_obs-evo-cand-000744_evobc-cat-00744_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/744_obs-evo-cand-000744_evobc-cat-00744_evolution-candidate/04_human-review-sheet.md,仢,U+4EE2,2,needs_human_evolution_review,2026-06-20
obs-evo-cand-000745,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/745_obs-evo-cand-000745_evobc-cat-00745_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/745_obs-evo-cand-000745_evobc-cat-00745_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/745_obs-evo-cand-000745_evobc-cat-00745_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/745_obs-evo-cand-000745_evobc-cat-00745_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/745_obs-evo-cand-000745_evobc-cat-00745_evolution-candidate/04_human-review-sheet.md,代,U+4EE3,18,needs_human_evolution_review,2026-06-20
obs-evo-cand-000746,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/746_obs-evo-cand-000746_evobc-cat-00746_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/746_obs-evo-cand-000746_evobc-cat-00746_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/746_obs-evo-cand-000746_evobc-cat-00746_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/746_obs-evo-cand-000746_evobc-cat-00746_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/746_obs-evo-cand-000746_evobc-cat-00746_evolution-candidate/04_human-review-sheet.md,令,U+4EE4,389,needs_human_evolution_review,2026-06-20
obs-evo-cand-000747,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/747_obs-evo-cand-000747_evobc-cat-00747_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/747_obs-evo-cand-000747_evobc-cat-00747_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/747_obs-evo-cand-000747_evobc-cat-00747_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/747_obs-evo-cand-000747_evobc-cat-00747_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/747_obs-evo-cand-000747_evobc-cat-00747_evolution-candidate/04_human-review-sheet.md,以,U+4EE5,605,needs_human_evolution_review,2026-06-20
obs-evo-cand-000748,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/748_obs-evo-cand-000748_evobc-cat-00748_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/748_obs-evo-cand-000748_evobc-cat-00748_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/748_obs-evo-cand-000748_evobc-cat-00748_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/748_obs-evo-cand-000748_evobc-cat-00748_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/748_obs-evo-cand-000748_evobc-cat-00748_evolution-candidate/04_human-review-sheet.md,仪,U+4EEA,3,needs_human_evolution_review,2026-06-20
obs-evo-cand-000749,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/749_obs-evo-cand-000749_evobc-cat-00749_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/749_obs-evo-cand-000749_evobc-cat-00749_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/749_obs-evo-cand-000749_evobc-cat-00749_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/749_obs-evo-cand-000749_evobc-cat-00749_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/749_obs-evo-cand-000749_evobc-cat-00749_evolution-candidate/04_human-review-sheet.md,仮,U+4EEE,1,needs_human_evolution_review,2026-06-20
obs-evo-cand-000750,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/750_obs-evo-cand-000750_evobc-cat-00750_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/750_obs-evo-cand-000750_evobc-cat-00750_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/750_obs-evo-cand-000750_evobc-cat-00750_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/750_obs-evo-cand-000750_evobc-cat-00750_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/750_obs-evo-cand-000750_evobc-cat-00750_evolution-candidate/04_human-review-sheet.md,仰,U+4EF0,3,needs_human_evolution_review,2026-06-20
obs-evo-cand-000751,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/751_obs-evo-cand-000751_evobc-cat-00751_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/751_obs-evo-cand-000751_evobc-cat-00751_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/751_obs-evo-cand-000751_evobc-cat-00751_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/751_obs-evo-cand-000751_evobc-cat-00751_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/751_obs-evo-cand-000751_evobc-cat-00751_evolution-candidate/04_human-review-sheet.md,仲,U+4EF2,11,needs_human_evolution_review,2026-06-20
obs-evo-cand-000752,evolution_correspondence_candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/752_obs-evo-cand-000752_evobc-cat-00752_evolution-candidate,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/752_obs-evo-cand-000752_evobc-cat-00752_evolution-candidate/01_candidate-evolution-packet.json,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/752_obs-evo-cand-000752_evobc-cat-00752_evolution-candidate/02_evolution-source-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/752_obs-evo-cand-000752_evobc-cat-00752_evolution-candidate/03_era-source-code-index.csv,corpus/004_bronze-seal-modern-correspondences/008_000701-000800_obs-evo-cand-bucket_evolution-candidates/752_obs-evo-cand-000752_evobc-cat-00752_evolution-candidate/04_human-review-sheet.md,仳,U+4EF3,1,needs_human_evolution_review,2026-06-20
